577,477,541,583,406,128,41,506,428,570,443,277,407,447,416,331,571,573,33,122,65,84,132,127,269,130,40,589,575,19,510,70,273,561,572,274,134,309,131,576,413,56,448,172,310,174,37,411,574,6,Pass/Fail,Time
14.9509,5.8142,11.5074,0.0118,14.2396,3.188,4.515,0.0,3.275,533.85,0.6288,2.5883,1.4392,0.4576,2.738,0.0752,2.1113,0.3157,9.5126,2.639,29.5367,0.132,2.2967,0.4098,4.5152,0.7243,61.29,71.9005,0.1026,12.519,64.6707,608.17,15.9525,42.3877,8.95,110.2144,39.2373,0.1343,0.996,1.6765,29.0271,0.9317,0.1362,0.3183,0.367,0.3184,66.3141,2.1118,3.0624,97.6133,-1,2008-07-19 11:55:00
10.9003,5.8042,9.5796,0.0223,10.5837,3.272,2.773,0.0,2.8088,535.0164,0.8123,1.8459,1.0323,0.2645,3.93,0.0778,2.4335,0.2653,9.7997,2.541,27.6301,0.1358,2.2932,0.4138,3.6327,0.8122,78.25,208.2045,0.0772,12.4608,141.4365,620.3582,17.4008,18.1087,5.92,83.5542,37.9213,0.1667,0.9985,1.1065,27.7464,0.9324,0.2751,0.4115,0.3752,0.4115,64.9193,2.5197,2.0111,102.3433,-1,2008-07-19 12:32:00
9.2721,9.1221,9.3046,0.0157,11.4871,3.272,5.434,0.0,3.7479,535.0245,0.6263,2.5274,1.1798,0.3194,3.0609,0.0243,2.0293,0.1882,8.658999999999999,2.8819999999999997,24.2829,0.1362,2.2592,0.4777,3.9133,0.8194,14.37,82.8602,0.064,12.5404,240.7767,625.9636,15.7716,24.7524,11.21,97.3868,42.0579,0.1288,0.9978,2.0952,21.6062,0.9139,0.2748,0.3141,0.3677,0.3141,65.8389,2.0627,4.0923,95.4878,1,2008-07-19 13:17:00
8.5831,6.4746,7.7754,0.0103,13.3972,3.119,1.279,0.0,2.8049,530.5682,0.5183,2.1775,1.1907,0.2829,2.4643,0.0243,2.0253,0.1738,8.6789,3.1319999999999997,23.4736,0.1302,2.3802,0.5176,3.1959,0.7244,76.9,73.8432,0.0525,12.4782,113.5593,625.2945,16.9347,62.7572,9.33,50.3631,41.1025,0.1004,0.9961,1.7585,14.5054,0.9139,0.3332,0.2618,0.3465,0.2618,65.1951,2.1737,2.8971,104.2367,-1,2008-07-19 14:43:00
10.9698,6.1979,9.4805,0.4766,7.1493,3.299,2.209,0.0,3.4473,532.0155,0.6076,1.0929,1.1704,0.1518,3.3208,0.0822,2.0275,0.2224,8.7677,3.148,44.1498,0.1342,2.3715,0.5328,3.6163,0.778,76.39,73.8432,0.0706,12.4735,148.0663,645.7636,17.4864,22.05,8.83,88.7672,38.1448,0.1354,1.001,1.6597,24.4142,0.9298,0.7592,0.3053,0.3072,0.3053,66.1542,2.185,3.1776,100.3967,-1,2008-07-19 15:22:00
13.7755,8.5143,9.5796,0.0189,10.5837,3.272,3.0239999999999996,0.0,3.6019,534.2091,0.7559999999999999,1.0929,1.0323,0.3205,3.3208,0.0789,2.3236,0.3201,9.6484,2.541,18.3685,0.1417,2.2932,0.4138,3.6327,0.8122,59.94,44.0077,0.0899,12.4935,68.7351,635.4936,17.4864,30.6277,8.91,88.7672,37.9213,0.1515,0.9985,1.6679,24.4142,0.9316,0.1864,0.3824,0.2839,0.3824,66.2949,2.185,2.2598,100.3967,-1,2008-07-19 17:53:00
8.3645,8.8016,7.5762,0.0143,9.5342,3.383,3.978,0.0,2.8088,541.9036,0.7020000000000001,1.8459,0.8583,0.2042,3.93,0.0778,2.4229,0.2027,9.1502,2.575,26.2754,0.1479,2.3216,0.4162,2.8,0.7589,74.46,44.0077,0.0597,12.4608,159.5238,618.2745,17.4008,51.4535,6.48,83.5542,36.9578,0.1513,0.9966,1.1958,27.7464,0.9324,0.8739,0.353,0.3015,0.353,66.2237,2.5197,2.2019,102.3433,-1,2008-07-19 19:44:00
16.0862,11.8759,7.1665,0.0106,10.8717,3.4419999999999997,2.6710000000000003,0.0,3.8319,493.0054,0.8391,2.7959,0.7909999999999999,0.353,2.8699,0.0789,2.2008,0.354,8.7289,2.27,15.3094,0.1369999999999999,2.3437,0.3273,2.9057,0.7863,78.09,95.031,0.126,12.5263,79.1209,635.8891,19.9839,43.0771,278.19,92.8285,40.5458,0.1666,0.9951,56.4274,7.321000000000001,0.9316,0.1887,0.4235,0.3539,0.4236,65.0665,2.4679,92.5866,106.24,-1,2008-07-19 19:45:00
14.2892,4.9673,7.1665,0.0172,10.8717,3.4419999999999997,3.217,0.0,3.8319,535.1818,0.8602,2.7959,0.7909999999999999,0.2841,2.8699,0.0789,2.217,0.3168,9.6234,2.27,19.9475,0.1369999999999999,2.3437,0.3273,2.9057,0.7863,61.1,111.6525,0.0878,12.5263,138.5827,632.5727,19.9839,13.9158,7.09,92.8285,40.5458,0.1588,0.9951,1.3248,7.321000000000001,0.9316,0.1925,0.4343,0.3279999999999999,0.4343,66.3322,2.4679,2.4902,106.24,-1,2008-07-19 20:24:00
